sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
78.0,3,3,3.0,3.0,0.0,1640.0,0,0,1,0.0,0.0,2.0
89.0,2,2,4.0,3.0,0.0,1494.0,0,0,1,1.0,2.0,1.0
16.0,3,3,2.0,3.0,0.0,2225.56,0,0,2,2.0,0.0,3.0
88.0,3,3,2.0,3.0,0.0,1730.0,0,0,2,1.0,2.0,0.09
9.0,3,2,2.0,3.0,0.0,717.0,0,0,1,0.0,2.0,0.05
103.0,2,2,3.0,0.0,0.0,1222.0,0,0,2,1.0,2.0,0.06
96.0,3,3,2.0,1.0,0.0,1624.0,1,1,2,1.0,1.0,1.0
98.0,2,2,1.0,4.0,0.0,1231.0,0,0,1,0.0,0.0,0.07
78.0,3,3,1.0,3.0,0.0,1376.0,0,0,1,2.0,0.0,1.0
103.0,3,4,3.0,3.0,0.0,1765.0,1,0,1,2.0,2.0,0.09
80.0,3,3,3.0,3.0,0.0,1527.0,1,0,1,0.0,2.0,1.0
2.0,3,3,4.0,0.0,0.0,1900.0,1,0,1,0.0,2.0,0.09
97.0,3,4,3.0,3.0,0.0,2300.0,1,0,1,0.0,2.0,2.0
4.0,3,4,4.0,3.0,0.0,1700.0,1,0,2,2.0,2.0,1.0
43.0,2,2,4.0,3.0,0.0,1310.0,0,0,1,1.0,0.0,0.06
89.0,2,2,4.0,3.0,0.0,1172.0,0,0,1,0.0,0.0,0.07
57.0,3,3,3.0,0.0,0.0,1894.0,0,1,2,1.0,0.0,2.0
5.0,3,4,3.0,4.0,0.0,2012.0,1,0,1,1.0,0.0,1.0
97.0,3,4,3.0,0.0,0.0,1467.0,1,0,0,1.0,2.0,1.0
28.0,2,2,2.0,0.0,0.0,706.0,0,0,1,0.0,1.0,0.01
76.0,2,2,2.0,3.0,0.0,581.0,0,0,1,1.0,2.0,0.05
97.0,3,4,4.0,1.0,0.0,2179.0,0,1,1,1.0,2.0,1.0
39.0,2,2,4.0,4.0,0.0,1252.0,0,0,1,0.0,2.0,1.0
30.0,5,6,4.0,0.0,1.0,4518.0,1,1,1,1.0,2.0,15.5
97.0,3,3,1.0,3.0,0.0,1344.0,0,0,1,1.0,1.0,0.08
82.0,3,3,3.0,3.0,0.0,1466.0,0,0,2,0.0,2.0,1.0
81.0,3,4,3.0,3.0,0.0,1798.0,1,0,1,0.0,0.0,2.0
50.0,9,9,4.0,0.0,1.0,3510.0,1,0,1,0.0,2.0,14.0
105.0,3,2,2.0,1.0,0.0,1175.0,0,0,1,0.0,0.0,0.07
77.0,3,2,3.0,3.0,0.0,1403.0,0,0,1,0.0,2.0,2.0
63.0,4,4,2.0,4.0,0.0,2081.0,0,0,1,0.0,2.0,2.0
111.0,3,2,4.0,1.0,0.0,1210.0,0,0,1,1.0,2.0,0.09
80.0,2,2,3.0,3.0,0.0,1222.0,0,0,1,1.0,2.0,1.0
50.0,3,3,2.0,0.0,0.0,1273.0,0,0,1,1.0,2.0,2.0
50.0,4,4,2.0,4.0,0.0,2667.0,1,0,2,0.0,1.0,6.0
99.0,3,3,4.0,1.0,0.0,138.0,0,0,1,1.0,2.0,2.0
73.0,3,3,3.0,3.0,0.0,3245.0,1,0,2,2.0,1.0,5.0
99.0,4,4,3.0,1.0,0.0,1745.0,1,0,1,1.0,1.0,2.0
104.0,2,2,4.0,0.0,0.0,1271.0,0,0,1,1.0,2.0,0.09
59.0,5,7,4.0,0.0,0.0,5778.0,1,0,1,1.0,1.0,5.0
44.0,2,3,2.0,4.0,0.0,656.0,0,0,1,0.0,2.0,0.04
4.0,3,4,4.0,3.0,0.0,1757.0,1,0,1,1.0,0.0,1.0
30.0,5,3,2.0,2.0,1.0,1350.0,0,1,1,0.0,2.0,4.5
44.0,3,3,4.0,0.0,0.0,1602.0,0,0,1,0.0,0.0,1.0
38.0,5,5,4.0,0.0,1.0,1620.0,0,1,2,1.0,2.0,4.25
111.0,2,2,1.0,1.0,0.0,650.0,0,0,1,1.0,0.0,0.03
101.0,2,2,2.0,1.0,0.0,1226.0,1,0,1,0.0,2.0,0.09
47.0,3,3,0.0,0.0,1.0,117.0,0,0,1,0.0,1.0,0.7
79.0,7,7,0.0,2.0,1.0,2610.0,0,0,1,0.0,2.0,3.0
111.0,2,2,1.0,3.0,0.0,535.0,0,0,1,1.0,2.0,0.02
103.0,3,3,4.0,3.0,0.0,1500.0,0,0,1,1.0,1.0,1.0
93.0,4,4,4.0,3.0,1.0,3240.0,1,1,1,0.0,2.0,5.0
39.0,2,2,3.0,4.0,0.0,85.0,0,0,1,1.0,2.0,1.0
33.0,5,6,4.0,1.0,1.0,3240.0,1,0,2,2.0,2.0,10.5
88.0,1,2,2.0,4.0,0.0,823.0,0,0,1,0.0,0.0,1.0
34.0,2,2,2.0,2.0,0.0,900.0,0,0,1,1.0,1.0,0.05
10.0,4,5,4.0,3.0,0.0,2779.0,1,0,2,1.0,2.0,2.0
103.0,3,3,4.0,3.0,0.0,1747.0,1,0,1,1.0,2.0,1.0
95.0,3,3,2.0,3.0,0.0,1200.0,1,1,2,2.0,2.0,1.0
112.0,3,3,0.0,0.0,1.0,9000.0,0,0,1,0.0,1.0,6.25
2.0,4,4,4.0,0.0,0.0,2946.0,0,0,2,0.0,2.0,1.0
6.0,3,2,2.0,4.0,0.0,1120.0,0,0,1,0.0,2.0,1.0
89.0,3,4,4.0,3.0,0.0,1416.0,1,0,2,1.0,0.0,1.0
89.0,3,3,3.0,3.0,0.0,1265.0,0,0,2,1.0,0.0,1.0
106.0,2,2,0.0,3.0,0.0,597.0,0,0,1,0.0,2.0,0.08
78.0,3,3,2.0,3.0,0.0,1305.0,0,0,1,1.0,1.0,1.0
2.0,3,4,2.0,3.0,0.0,1670.0,1,0,1,0.0,2.0,1.0
64.0,5,6,4.0,2.0,1.0,3438.0,1,1,1,0.0,2.0,8.31
20.0,4,4,0.0,2.0,0.0,3250.0,0,0,1,0.0,2.0,4.0
2.0,3,4,3.0,3.0,0.0,2717.0,1,0,1,0.0,2.0,0.07
105.0,4,4,2.0,4.0,0.0,3889.0,1,0,2,1.0,2.0,4.0
108.0,4,4,0.0,4.0,0.0,3225.0,0,0,1,0.0,2.0,3.0
73.0,2,2,2.0,4.0,0.0,1140.0,0,0,1,0.0,0.0,1.0
1.0,2,2,1.0,2.0,0.0,1028.0,0,0,2,0.0,0.0,0.05
75.0,3,3,3.0,3.0,0.0,1852.0,0,0,2,0.0,1.0,2.0
96.0,2,2,2.0,3.0,0.0,1086.0,0,0,1,1.0,0.0,0.06
86.0,2,2,3.0,3.0,0.0,1199.0,0,0,2,0.0,0.0,0.07
69.0,2,2,2.0,1.0,0.0,1278.0,0,0,1,1.0,2.0,1.0
43.0,2,3,4.0,1.0,0.0,1428.0,0,0,1,0.0,2.0,0.08
97.0,2,2,3.0,3.0,0.0,1400.0,0,0,1,0.0,0.0,1.0
97.0,4,4,4.0,3.0,0.0,2545.0,1,0,1,0.0,2.0,2.0
99.0,3,2,4.0,3.0,0.0,1463.0,0,0,0,0.0,2.0,1.0
105.0,3,2,2.0,1.0,0.0,1298.0,0,0,1,1.0,2.0,0.07
96.0,3,3,3.0,3.0,0.0,1652.0,0,0,1,1.0,0.0,0.09
96.0,3,3,3.0,3.0,0.0,1750.0,0,0,1,1.0,2.0,1.0
101.0,2,2,2.0,1.0,0.0,1226.0,0,1,1,1.0,2.0,1.0
25.0,1,1,1.0,0.0,0.0,665.0,0,0,2,1.0,2.0,0.06
11.0,3,4,4.0,1.0,0.0,2339.0,1,0,1,1.0,2.0,2.0
9.0,3,3,3.0,3.0,0.0,1547.0,0,0,1,1.0,2.0,1.0
68.0,3,4,4.0,0.0,0.0,2037.0,1,0,2,2.0,2.0,2.0
53.0,3,3,3.0,2.0,1.0,275.0,0,0,2,0.0,1.0,1.15
31.0,7,9,4.0,3.0,1.0,11111.0,1,1,2,1.0,2.0,18.25
76.0,3,4,3.0,1.0,0.0,1941.0,0,1,2,2.0,2.0,1.0
107.0,1,1,1.0,3.0,0.0,407.0,0,0,1,1.0,2.0,0.02
111.0,2,2,3.0,1.0,0.0,913.0,0,0,1,1.0,2.0,0.05
73.0,3,3,3.0,1.0,0.0,14931.0,1,1,1,1.0,2.0,4.0
4.0,3,4,4.0,3.0,0.0,1748.0,1,0,2,1.0,0.0,1.0
50.0,3,3,4.0,2.0,1.0,60.0,0,0,0,0.0,2.0,1.9
31.0,5,5,4.0,2.0,1.0,3240.0,1,1,2,1.0,1.0,12.5
50.0,4,4,4.0,2.0,0.0,2801.0,0,0,1,0.0,0.0,5.0
4.0,3,3,3.0,3.0,0.0,1315.0,1,0,1,1.0,2.0,1.0
11.0,3,2,2.0,3.0,0.0,1701.0,0,0,1,2.0,2.0,1.0
89.0,3,3,2.0,3.0,0.0,1795.0,0,0,1,1.0,2.0,1.0
13.0,5,4,3.0,2.0,1.0,1850.0,0,1,1,0.0,1.0,2.5
10.0,2,2,2.0,3.0,0.0,1250.0,0,0,1,1.0,2.0,1.0
92.0,3,4,4.0,1.0,0.0,1900.0,1,0,0,2.0,0.0,2.0
78.0,3,3,2.0,3.0,0.0,1482.0,0,0,1,2.0,1.0,1.0
78.0,4,4,2.0,3.0,0.0,1819.0,0,0,2,2.0,2.0,1.0
4.0,3,3,3.0,3.0,0.0,1690.0,0,0,2,0.0,2.0,2.0
97.0,4,5,4.0,1.0,0.0,2017.0,1,0,2,0.0,2.0,1.0
81.0,2,2,2.0,3.0,0.0,1312.0,0,0,1,0.0,2.0,1.0
95.0,2,2,2.0,3.0,0.0,1150.0,0,0,2,1.0,0.0,0.07
31.0,5,5,3.0,2.0,1.0,4518.0,1,1,2,1.0,1.0,13.5
101.0,3,3,2.0,1.0,0.0,1581.0,0,0,1,0.0,2.0,1.0
66.0,3,3,1.0,4.0,0.0,2550.0,0,0,1,0.0,2.0,4.0
109.0,2,2,3.0,3.0,0.0,1430.0,0,0,1,2.0,2.0,1.0
11.0,3,3,3.0,3.0,0.0,1550.0,0,0,1,1.0,0.0,1.0
20.0,3,4,4.0,2.0,0.0,1956.0,0,0,1,0.0,2.0,2.0
64.0,6,6,2.0,0.0,1.0,3450.0,1,1,0,2.0,2.0,3.65
44.0,3,3,2.0,3.0,0.0,1699.0,0,0,1,1.0,0.0,1.0
44.0,4,3,4.0,3.0,0.0,2000.0,0,0,2,1.0,2.0,1.0
92.0,4,4,4.0,3.0,0.0,3850.0,1,0,2,0.0,2.0,4.0
55.0,4,4,3.0,3.0,1.0,2088.0,1,0,2,0.0,2.0,6.75
4.0,3,3,3.0,3.0,0.0,1315.0,1,0,2,1.0,2.0,1.0
89.0,2,2,4.0,1.0,0.0,1280.0,0,0,1,1.0,0.0,0.07
14.0,4,4,3.0,1.0,0.0,3350.0,0,0,1,1.0,0.0,4.0
73.0,3,3,3.0,3.0,0.0,1469.0,1,0,1,0.0,2.0,2.0
106.0,2,2,0.0,3.0,0.0,730.0,0,0,1,0.0,1.0,0.04
39.0,2,2,2.0,4.0,0.0,1492.0,0,0,1,1.0,1.0,1.0
41.0,1,1,1.0,3.0,0.0,436.0,0,0,1,0.0,2.0,0.04
63.0,3,4,4.0,2.0,0.0,2200.0,0,0,2,2.0,2.0,2.0
6.0,3,5,4.0,0.0,1.0,920.0,0,0,1,1.0,1.0,1.95
11.0,3,2,3.0,3.0,0.0,1701.0,0,0,1,1.0,2.0,1.0
6.0,2,2,1.0,3.0,0.0,514.0,0,0,1,1.0,2.0,0.04
74.0,3,4,3.0,3.0,0.0,2150.0,1,0,1,1.0,2.0,3.0
83.0,4,5,4.0,1.0,0.0,2629.0,1,0,1,1.0,0.0,4.0
4.0,3,3,4.0,1.0,0.0,1700.0,0,0,1,2.0,0.0,1.0
75.0,4,4,4.0,0.0,0.0,2127.0,1,0,2,1.0,2.0,2.0
105.0,4,4,2.0,1.0,0.0,1891.0,1,0,1,1.0,0.0,1.0
5.0,1,2,2.0,1.0,0.0,402.0,0,0,1,0.0,2.0,0.03
111.0,2,2,1.0,3.0,0.0,743.0,0,0,1,0.0,2.0,0.02
103.0,4,4,3.0,3.0,0.0,2861.0,0,0,1,2.0,2.0,1.0
48.0,9,9,4.0,3.0,1.0,2367.0,0,0,2,1.0,2.0,5.0
95.0,2,2,2.0,3.0,0.0,1199.0,0,0,2,0.0,2.0,0.07
78.0,3,3,2.0,3.0,0.0,1455.0,0,0,2,1.0,1.0,1.0
25.0,6,4,4.0,2.0,1.0,1557.0,0,0,2,0.0,2.0,3.0
4.0,3,3,3.0,3.0,0.0,2200.0,1,0,1,0.0,0.0,2.0
2.0,3,3,4.0,0.0,0.0,2321.0,1,0,1,0.0,2.0,0.09
88.0,3,3,2.0,4.0,0.0,2813.0,1,0,1,1.0,0.0,4.0
109.0,2,1,0.0,1.0,0.0,500.0,0,0,1,0.0,0.0,0.03
50.0,3,3,4.0,2.0,0.0,1385.0,0,1,2,2.0,2.0,1.0
74.0,3,3,2.0,1.0,0.0,1920.0,1,0,0,1.0,0.0,2.0
92.0,3,4,4.0,3.0,0.0,2407.0,1,0,2,2.0,0.0,2.0
111.0,2,2,1.0,1.0,0.0,590.0,0,0,1,0.0,2.0,0.04
111.0,2,2,4.0,0.0,0.0,1100.0,0,0,2,2.0,2.0,0.09
103.0,2,2,3.0,1.0,0.0,1350.0,0,0,1,1.0,2.0,0.07
111.0,1,1,2.0,3.0,0.0,54234.0,0,0,1,0.0,1.0,0.02
98.0,4,4,4.0,0.0,1.0,3400.0,1,1,2,1.0,2.0,2.5
81.0,2,2,3.0,0.0,0.0,1285.0,0,0,1,0.0,2.0,1.0
87.0,3,3,4.0,1.0,0.0,1451.0,0,1,2,1.0,2.0,1.0
71.0,3,3,4.0,3.0,0.0,16419.0,1,0,2,0.0,0.0,3.0
10.0,1,1,0.0,3.0,1.0,2680.0,0,0,1,0.0,1.0,1.34
73.0,3,3,3.0,4.0,0.0,1654.0,0,0,1,1.0,0.0,2.0
57.0,3,3,3.0,0.0,0.0,2400.0,1,0,1,1.0,2.0,2.0
92.0,1,1,2.0,3.0,0.0,444.0,0,0,1,0.0,2.0,0.03
43.0,2,3,3.0,3.0,0.0,1442.0,0,0,1,0.0,2.0,0.08
50.0,5,5,3.0,0.0,1.0,2700.0,1,0,2,1.0,2.0,8.5
14.0,4,5,3.0,3.0,0.0,3077.0,1,1,1,1.0,2.0,3.0
77.0,2,2,3.0,1.0,0.0,1244.0,0,0,1,1.0,0.0,1.0
109.0,3,5,3.0,3.0,0.0,1807.0,1,0,2,0.0,0.0,1.0
102.0,2,2,1.0,0.0,1.0,558.0,0,0,1,0.0,1.0,0.6
103.0,3,3,3.0,3.0,0.0,1557.0,0,0,1,1.0,0.0,1.0
103.0,4,4,4.0,3.0,0.0,2139.0,1,0,1,1.0,2.0,1.0
50.0,3,3,3.0,2.0,0.0,1320.0,0,0,2,1.0,1.0,1.0
98.0,3,3,4.0,3.0,0.0,1500.0,0,0,0,2.0,0.0,1.0
10.0,2,3,3.0,3.0,0.0,978.23,1,0,2,1.0,1.0,0.08
83.0,3,3,3.0,0.0,0.0,2986.0,1,0,1,1.0,1.0,3.0
5.0,3,3,4.0,3.0,0.0,1725.0,1,1,2,0.0,0.0,1.0
52.0,5,5,4.0,0.0,1.0,1449.0,1,0,2,1.0,2.0,3.6
111.0,2,2,1.0,3.0,0.0,922.0,0,0,1,0.0,1.0,0.05
82.0,3,4,3.0,0.0,0.0,1631.0,1,0,1,1.0,1.0,1.0
63.0,1,1,1.0,0.0,0.0,543.0,0,0,1,0.0,1.0,0.06
8.0,5,6,4.0,4.0,0.0,3797.0,0,0,2,1.0,2.0,6.0
73.0,2,2,3.0,4.0,0.0,1592.0,0,0,1,0.0,2.0,2.0
55.0,4,4,4.0,0.0,0.0,2157.0,1,0,1,1.0,2.0,2.0
92.0,3,3,4.0,3.0,0.0,1550.0,1,0,0,0.0,0.0,2.0
95.0,3,3,2.0,3.0,0.0,1575.0,0,1,2,2.0,1.0,1.0
66.0,4,4,2.0,1.0,0.0,2567.0,1,0,1,0.0,2.0,6.0
11.0,4,4,4.0,1.0,1.0,2430.0,1,0,1,1.0,1.0,5.5
3.0,6,7,0.0,0.0,1.0,4500.0,0,0,1,0.0,2.0,4.75
11.0,3,3,1.0,1.0,0.0,2519.0,1,0,1,0.0,2.0,1.0
57.0,3,3,4.0,0.0,0.0,2357.0,1,0,1,1.0,2.0,2.0
39.0,2,2,2.0,4.0,0.0,623.0,0,0,1,0.0,2.0,0.04
77.0,2,2,3.0,3.0,0.0,1364.0,0,0,1,1.0,0.0,1.0
111.0,3,3,4.0,3.0,0.0,1509.0,0,0,1,0.0,2.0,1.0
109.0,2,2,2.0,1.0,0.0,1133.0,0,0,1,0.0,2.0,0.08
71.0,3,4,4.0,0.0,0.0,1554.0,0,0,2,1.0,2.0,2.0
52.0,4,4,3.0,0.0,1.0,900.0,0,1,2,0.0,2.0,2.4
97.0,3,4,2.0,1.0,0.0,1616.0,1,0,1,0.0,2.0,1.0
25.0,3,3,2.0,2.0,1.0,594.0,0,0,2,0.0,1.0,1.15
69.0,2,2,2.0,1.0,0.0,1150.0,0,0,1,1.0,2.0,1.0
63.0,1,1,2.0,2.0,0.0,543.0,0,0,1,1.0,2.0,0.04
30.0,9,9,0.0,3.0,1.0,7000.0,0,0,1,0.0,1.0,13.5
43.0,3,4,3.0,3.0,0.0,1665.0,0,0,1,1.0,2.0,1.0
74.0,4,4,4.0,3.0,0.0,2210.0,1,0,2,2.0,1.0,3.0
39.0,3,2,4.0,1.0,0.0,1409.0,0,0,1,0.0,0.0,1.0
54.0,3,3,3.0,0.0,0.0,16252.0,0,0,1,0.0,0.0,3.0
103.0,4,4,4.0,0.0,0.0,2005.0,0,0,1,0.0,2.0,1.0
74.0,5,6,4.0,3.0,1.0,6667.0,1,1,2,1.0,2.0,19.0
8.0,2,2,4.0,3.0,0.0,940.0,0,0,1,2.0,1.0,0.09
54.0,5,6,3.0,0.0,1.0,8775.0,1,1,2,1.0,1.0,19.5
55.0,3,4,3.0,3.0,0.0,2060.0,0,0,2,0.0,2.0,2.0
98.0,2,2,1.0,4.0,0.0,646.0,0,0,1,1.0,2.0,0.04
7.0,2,2,2.0,0.0,1.0,2000.0,0,0,1,0.0,2.0,9.9
73.0,4,4,3.0,3.0,0.0,2194.0,1,0,2,1.0,1.0,2.0
83.0,3,4,4.0,3.0,0.0,2140.0,1,0,2,2.0,0.0,3.0
97.0,4,4,3.0,0.0,0.0,1575.0,0,0,2,0.0,2.0,0.08
30.0,6,8,4.0,3.0,1.0,2844.0,1,1,0,0.0,1.0,13.0
25.0,4,5,2.0,2.0,1.0,5200.0,0,0,1,0.0,1.0,5.2
4.0,3,3,3.0,3.0,0.0,1315.0,1,0,1,1.0,2.0,1.0
97.0,4,5,4.0,3.0,0.0,2390.0,1,0,1,2.0,2.0,2.0
92.0,3,3,2.0,3.0,0.0,1800.0,1,0,2,2.0,2.0,2.0
23.0,2,2,1.0,2.0,1.0,105.0,0,0,1,0.0,1.0,1.52
69.0,2,2,2.0,4.0,0.0,1278.0,0,0,1,0.0,2.0,1.0
54.0,3,3,3.0,2.0,0.0,1700.0,0,0,2,1.0,0.0,1.0
80.0,4,4,4.0,0.0,0.0,2667.0,1,0,2,1.0,2.0,2.0
2.0,3,3,4.0,0.0,0.0,1900.0,1,0,1,1.0,1.0,0.08
111.0,2,2,2.0,3.0,0.0,1275.0,0,0,1,0.0,2.0,0.09
9.0,3,3,3.0,3.0,0.0,1750.0,0,0,2,0.0,2.0,1.0
81.0,4,5,4.0,3.0,1.0,2610.0,1,1,2,1.0,2.0,5.4
80.0,3,3,3.0,3.0,0.0,1527.0,1,0,1,0.0,2.0,1.0
91.0,1,1,1.0,3.0,0.0,761.0,0,0,1,1.0,0.0,0.08
97.0,2,2,3.0,3.0,0.0,1300.0,0,0,2,2.0,2.0,1.0
62.0,4,3,4.0,0.0,0.0,2000.0,0,0,0,0.0,2.0,1.0
95.0,2,2,2.0,3.0,0.0,1154.0,0,0,1,2.0,0.0,0.08
80.0,2,2,3.0,3.0,0.0,1222.0,0,0,1,0.0,2.0,1.0
44.0,3,3,3.0,3.0,0.0,1711.0,0,0,2,1.0,2.0,1.0
99.0,3,3,3.0,3.0,0.0,1993.0,0,0,1,0.0,0.0,1.0
83.0,3,4,4.0,0.0,0.0,19280.0,1,0,1,0.0,2.0,3.0
6.0,3,3,4.0,1.0,0.0,2544.0,1,0,1,1.0,2.0,1.0
73.0,3,3,3.0,3.0,0.0,2696.0,1,0,2,1.0,0.0,5.0
97.0,3,5,3.0,1.0,0.0,2179.0,0,0,1,1.0,1.0,2.0
97.0,2,2,3.0,3.0,0.0,1600.0,0,0,1,2.0,2.0,1.0
111.0,2,2,2.0,4.0,0.0,1000.0,0,0,1,0.0,2.0,0.09
25.0,2,2,3.0,0.0,0.0,1281.0,0,0,1,1.0,0.0,0.09
83.0,3,3,3.0,0.0,0.0,2308.0,1,0,1,0.0,2.0,4.0
39.0,3,3,4.0,1.0,0.0,2143.0,1,0,1,1.0,0.0,1.0
29.0,3,4,4.0,2.0,0.0,3700.0,1,0,0,1.0,2.0,5.0
105.0,4,5,4.0,0.0,0.0,1895.0,0,0,2,1.0,0.0,0.09
81.0,3,3,3.0,3.0,0.0,1788.0,1,0,1,0.0,2.0,1.0
43.0,3,4,4.0,1.0,0.0,2134.0,1,0,1,1.0,0.0,1.0
111.0,2,2,4.0,3.0,0.0,1131.0,0,0,1,2.0,0.0,0.09
33.0,4,4,0.0,2.0,1.0,3240.0,0,0,1,0.0,2.0,4.5
97.0,2,2,4.0,3.0,0.0,1491.0,0,1,1,1.0,2.0,1.0
11.0,3,3,4.0,3.0,0.0,1584.0,0,0,1,1.0,0.0,1.0
8.0,4,6,4.0,3.0,0.0,2131.0,1,0,1,1.0,0.0,1.0
98.0,2,2,1.0,1.0,0.0,1231.0,0,0,2,0.0,0.0,0.08
82.0,3,3,3.0,0.0,0.0,1466.0,0,0,1,1.0,1.0,0.09
81.0,2,2,2.0,3.0,0.0,1262.0,0,0,1,0.0,0.0,1.0
102.0,2,3,0.0,2.0,1.0,900.0,0,0,1,0.0,2.0,1.65
43.0,3,3,4.0,3.0,0.0,1834.0,1,0,1,0.0,1.0,1.0
89.0,3,4,4.0,1.0,0.0,1946.0,1,0,1,0.0,0.0,1.0
105.0,4,4,2.0,0.0,0.0,1584.0,0,1,0,1.0,1.0,0.08
38.0,4,5,4.0,3.0,0.0,2663.0,1,0,1,1.0,1.0,5.0
38.0,4,4,4.0,0.0,1.0,1449.0,1,1,2,0.0,2.0,3.25
49.0,9,8,3.0,2.0,1.0,2475.0,1,0,2,1.0,2.0,7.25
103.0,3,3,2.0,3.0,0.0,1578.0,0,0,1,0.0,0.0,1.0
57.0,4,3,3.0,0.0,0.0,3982.0,1,0,1,0.0,2.0,6.0
99.0,3,3,4.0,3.0,0.0,1990.0,0,0,1,1.0,2.0,1.0
111.0,2,2,1.0,1.0,0.0,522.0,0,0,1,0.0,1.0,0.03
17.0,3,3,3.0,1.0,0.0,2281.0,0,0,1,0.0,2.0,3.0
28.0,3,3,2.0,0.0,1.0,2430.0,1,0,2,1.0,1.0,4.0
46.0,4,3,3.0,2.0,0.0,2611.0,1,0,0,0.0,2.0,1.0
6.0,2,2,1.0,3.0,0.0,515.0,0,0,1,0.0,0.0,0.04
2.0,3,2,2.0,0.0,0.0,1277.0,0,0,1,1.0,2.0,0.06
31.0,4,4,3.0,2.0,1.0,1350.0,0,1,1,0.0,1.0,4.0
74.0,3,4,3.0,3.0,0.0,19412.0,1,1,2,1.0,2.0,3.0
9.0,3,4,4.0,3.0,0.0,2137.0,1,1,2,2.0,2.0,1.0
92.0,3,4,4.0,3.0,0.0,2090.0,1,0,0,2.0,0.0,2.0
97.0,2,2,3.0,1.0,0.0,1200.0,1,1,2,2.0,2.0,1.0
105.0,4,5,4.0,3.0,0.0,1692.0,1,0,1,1.0,0.0,0.09
39.0,2,2,2.0,1.0,0.0,1095.0,0,0,1,0.0,2.0,1.0
73.0,2,2,3.0,4.0,0.0,1141.0,0,0,1,0.0,0.0,1.0
43.0,3,3,3.0,4.0,0.0,1500.0,0,0,1,1.0,1.0,0.09
6.0,3,3,3.0,4.0,0.0,1365.0,0,0,2,1.0,0.0,1.0
97.0,3,4,3.0,3.0,0.0,2399.0,0,1,1,2.0,0.0,1.0
73.0,3,3,3.0,3.0,0.0,1833.0,1,0,1,0.0,2.0,2.0
2.0,3,1,0.0,0.0,1.0,1337.4,0,0,1,0.0,2.0,2.0
97.0,3,3,2.0,3.0,0.0,1402.0,0,0,1,1.0,0.0,0.09
57.0,5,6,0.0,0.0,1.0,3240.0,0,0,1,0.0,1.0,11.5
25.0,2,2,3.0,0.0,0.0,1416.0,0,0,1,1.0,2.0,1.0
103.0,4,4,4.0,0.0,0.0,2139.0,1,0,2,1.0,0.0,1.0
105.0,3,4,3.0,0.0,0.0,1778.0,0,0,1,1.0,1.0,0.07
97.0,2,2,3.0,3.0,0.0,1660.0,0,0,1,0.0,0.0,1.0
97.0,2,2,3.0,4.0,0.0,102.0,0,0,1,0.0,0.0,1.0
26.0,5,4,2.0,0.0,0.0,2172.0,0,0,1,0.0,1.0,1.0
20.0,5,5,2.0,2.0,0.0,2556.0,0,1,0,1.0,1.0,1.0
97.0,2,2,3.0,3.0,0.0,1630.0,0,0,1,0.0,2.0,1.0
105.0,3,3,3.0,3.0,0.0,1415.0,0,0,2,0.0,1.0,0.07
89.0,2,2,3.0,1.0,0.0,1700.0,0,0,0,0.0,2.0,0.08
44.0,3,5,3.0,4.0,0.0,1833.0,1,0,1,0.0,0.0,1.0
57.0,3,3,3.0,3.0,0.0,1894.0,0,0,2,1.0,0.0,2.0
107.0,2,2,1.0,3.0,0.0,950.0,0,0,1,0.0,0.0,0.03
94.0,3,3,4.0,3.0,0.0,1668.0,0,0,0,2.0,2.0,1.0
25.0,9,9,4.0,0.0,1.0,2430.0,0,0,2,0.0,2.0,5.7
98.0,3,4,3.0,3.0,0.0,1800.0,1,0,1,1.0,0.0,1.0
11.0,3,4,4.0,3.0,0.0,1797.0,1,0,1,1.0,2.0,1.0
107.0,2,2,1.0,1.0,0.0,610.0,0,0,1,0.0,2.0,0.03
10.0,3,3,4.0,3.0,0.0,1661.0,0,0,1,2.0,2.0,1.0
101.0,2,3,3.0,4.0,0.0,998.0,0,0,1,0.0,2.0,0.08
92.0,4,5,2.0,3.0,0.0,3017.0,1,0,2,1.0,2.0,2.0
18.0,3,3,0.0,3.0,1.0,1160.0,0,0,1,0.0,1.0,0.7
31.0,7,9,4.0,0.0,1.0,9000.0,1,1,0,1.0,2.0,31.5
111.0,1,1,0.0,3.0,1.0,33.0,0,0,1,0.0,1.0,0.07
83.0,4,4,4.0,1.0,0.0,3000.0,1,0,2,2.0,0.0,5.0
39.0,5,6,3.0,1.0,1.0,4125.0,1,0,1,1.0,2.0,11.0
25.0,2,2,1.0,3.0,0.0,1100.0,0,0,1,1.0,1.0,0.09
71.0,4,4,0.0,1.0,0.0,3950.0,0,0,1,1.0,2.0,7.0
91.0,3,3,3.0,0.0,0.0,2047.0,1,0,1,1.0,2.0,1.0
11.0,4,4,4.0,1.0,1.0,6228.0,1,0,1,1.0,1.0,6.75
4.0,2,2,2.0,3.0,0.0,915.0,0,0,1,0.0,0.0,0.09
79.0,2,2,2.0,0.0,1.0,1080.0,0,0,2,1.0,1.0,1.55
92.0,3,3,4.0,3.0,0.0,1475.0,0,0,1,1.0,2.0,1.0
80.0,4,5,4.0,0.0,0.0,2114.0,1,0,2,1.0,2.0,2.0
39.0,2,2,4.0,4.0,0.0,1539.0,0,0,1,1.0,1.0,1.0
